NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q14,q15,q16a,q16b,chasu,nat,city,sex,edu,job,age
1575,1,1,7,4,5,4,3,3,3,3,3,3,3,4,4,4,4,11,2,212,2,2,8,1
1576,2,4,6,5,5,5,5,5,5,4,2,4,5,4,4,4,4,11,5,501,1,2,7,2
1577,2,4,7,5,3,3,4,4,5,4,3,4,4,3,3,4,4,11,5,501,2,2,8,0
1578,1,1,4,5,4,5,4,5,3,4,4,4,4,4,4,3,4,11,5,504,2,2,3,1
1579,1,1,4,4,3,4,4,4,4,4,3,3,4,3,3,3,4,11,5,501,2,2,3,1
1580,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,5,501,2,2,4,1
1581,1,1,1,4,4,3,3,4,4,5,3,4,4,2,4,4,4,11,5,501,2,2,12,2
1582,1,1,1,4,3,4,4,4,4,3,4,4,4,4,4,4,4,11,5,507,2,2,8,1
1583,2,2,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,11,5,504,2,2,3,2
1584,1,1,1,3,4,4,3,5,4,3,4,3,3,4,4,3,4,11,5,507,1,1,4,1
1585,2,3,4,4,5,5,5,5,3,5,5,4,5,5,5,4,5,11,2,217,1,2,7,1
1586,1,1,1,4,4,4,5,4,4,4,4,4,4,4,4,5,5,11,5,507,1,1,6,2
1587,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,2,220,2,2,8,1
1588,2,3,1,4,4,4,4,4,4,4,3,4,5,4,4,5,5,11,2,224,1,9,4,2
1589,1,1,7,4,4,4,4,4,4,4,2,4,4,4,4,4,4,11,2,240,2,2,8,0
1590,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2,206,2,2,3,1
1591,2,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2,210,1,2,4,1
1592,1,1,4,5,5,5,4,5,5,5,4,4,5,4,5,4,5,11,2,209,2,2,5,1
1593,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,2,210,2,2,7,2
1594,2,2,4,5,5,5,5,5,5,5,3,4,5,4,4,4,4,11,2,210,2,2,7,1
1595,1,1,4,5,3,4,4,5,4,5,4,3,4,4,4,4,4,11,2,210,2,3,3,1
1596,1,1,4,5,4,4,5,5,3,5,4,5,5,4,4,3,4,11,2,210,2,2,5,1
1597,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,2,209,2,1,7,1
1598,2,3,6,3,4,4,5,4,4,4,5,3,4,4,4,4,4,11,2,210,1,2,3,1
1599,1,1,1,4,5,4,3,5,4,4,5,4,5,4,4,4,4,11,2,215,2,2,12,2
1600,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,11,2,211,2,2,9,1
1601,2,2,1,4,4,4,4,4,4,4,3,4,4,3,3,4,4,11,2,210,1,2,4,3
1602,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2,290,2,2,7,2
1603,2,3,5,4,5,4,5,4,3,3,3,5,4,5,5,4,5,11,2,210,2,2,3,1
1604,1,1,7,4,4,2,3,4,4,4,3,2,4,4,4,4,4,11,2,218,2,2,8,0
1605,1,1,7,5,5,5,4,5,5,5,4,4,5,5,5,4,4,11,2,212,2,3,8,1
1606,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,11,2,201,2,2,3,1
1607,2,2,4,5,5,4,4,5,5,5,4,5,5,4,4,4,3,11,2,218,2,2,12,2
1608,1,1,7,5,4,4,4,4,4,5,4,4,5,4,3,4,4,11,2,204,1,2,8,0
1609,2,2,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,11,2,215,1,1,7,2
1610,2,4,4,4,5,5,5,5,4,5,5,3,5,5,5,5,5,11,5,501,2,2,4,2
1611,2,3,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2,206,2,3,8,1
1612,2,2,6,5,5,5,5,5,5,5,5,5,5,4,5,4,4,11,2,215,1,1,3,2
1613,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,5,501,2,2,3,2
1614,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,5,501,1,2,4,2
1615,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,9,813,2,2,3,2
1616,1,1,1,5,3,5,5,5,5,5,5,5,5,5,5,4,5,11,5,507,2,2,1,3
1617,1,1,4,5,5,8,4,5,5,5,5,5,5,5,5,5,5,11,5,501,2,2,8,0
1618,1,1,1,5,4,3,4,5,5,4,4,3,5,4,4,4,4,11,5,505,1,2,6,2
1619,1,1,1,4,3,4,4,5,4,3,4,4,4,4,4,4,4,11,5,501,1,1,8,0
1620,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,5,501,2,1,4,1
1621,1,1,1,4,3,4,3,4,4,4,3,3,4,4,4,4,4,11,5,501,2,2,3,1
1622,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,11,5,504,2,2,12,2
1623,1,1,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,11,2,206,2,2,4,1
1624,1,1,1,5,4,2,5,5,3,5,3,3,5,4,5,5,4,11,2,206,2,2,4,1
1625,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,11,2,228,1,1,4,3
1626,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,11,2,218,1,2,7,2
1627,1,1,5,4,5,3,4,5,4,5,2,4,4,3,3,5,3,11,2,218,1,1,6,1
1628,2,3,1,4,4,8,3,4,4,4,3,4,4,4,4,3,4,11,2,218,1,2,12,2
1629,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,3,4,11,2,210,2,2,8,0
1630,1,1,7,4,5,4,4,4,5,5,4,4,5,3,4,5,4,11,2,242,2,2,8,0
1631,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,2,215,2,2,6,2
1632,2,2,4,3,5,4,5,4,4,4,4,4,5,4,3,4,4,11,2,240,1,2,6,2
1633,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,11,2,202,2,2,3,2
1634,1,1,1,4,4,4,3,4,5,5,3,4,5,4,4,3,5,11,2,202,2,2,3,1
1635,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,11,2,205,2,2,3,2
1636,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,2,231,1,2,12,1
1637,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,5,11,2,205,2,1,3,2
1638,1,1,1,5,5,5,5,5,5,5,4,4,5,4,4,5,5,11,2,201,2,2,4,1
1639,1,1,1,5,4,5,5,5,4,4,4,4,5,4,5,3,5,11,2,203,2,3,4,2
1640,1,1,1,4,4,4,3,4,4,4,3,4,3,4,4,4,4,11,2,217,1,2,8,1
1641,1,1,1,4,5,5,5,5,4,5,5,4,4,5,5,5,5,11,2,206,2,3,4,2
1642,2,4,4,5,5,5,4,4,4,4,4,4,4,5,5,4,4,11,2,202,2,3,3,1
1643,2,4,1,4,4,4,4,5,4,4,4,4,4,4,5,4,4,11,2,201,2,2,12,2
1644,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,5,502,2,2,4,1
1645,1,1,1,4,3,5,5,5,3,3,3,4,4,5,4,3,5,11,5,501,1,2,2,2
1646,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,11,2,203,2,1,4,2
1647,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,2,240,2,2,2,1
1648,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2,204,2,2,3,2
1649,2,2,1,4,4,4,4,4,4,4,4,4,4,3,4,3,3,11,2,220,2,2,3,2
1650,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,11,5,501,1,2,6,2
1651,1,1,1,4,3,4,4,5,4,4,4,5,4,4,4,4,4,11,5,501,2,2,3,1
1652,1,1,1,4,4,8,3,4,4,4,4,3,4,4,4,4,4,11,5,501,2,2,4,1
1653,1,1,1,4,4,8,3,4,4,4,3,4,5,4,4,3,3,11,5,504,1,2,6,3
1654,1,1,4,5,5,8,4,5,5,4,3,5,5,5,5,3,5,11,5,507,1,2,8,0
1655,2,2,1,3,3,8,4,4,4,3,3,4,4,4,4,4,4,11,5,501,2,2,3,2
1656,2,4,6,3,3,4,4,3,8,8,3,3,3,4,3,3,3,11,1,4,1,2,3,3
1657,2,4,1,3,3,4,4,4,4,4,3,3,3,4,4,4,4,11,1,1,2,2,4,2
1658,1,1,1,4,5,5,5,5,5,5,4,4,4,5,5,4,5,11,5,501,2,2,5,2
1659,1,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,11,5,501,2,2,4,2
1660,2,4,6,4,3,4,4,3,8,8,3,3,3,4,3,3,3,11,1,1,1,2,3,4
1661,2,4,1,3,3,4,4,4,3,3,3,3,3,4,4,4,4,11,1,2,2,2,4,2
1662,2,4,4,3,3,4,4,4,4,8,3,3,3,5,4,4,4,11,1,1,2,2,3,2
1663,2,4,6,4,3,4,4,3,8,8,3,3,3,4,3,3,3,11,1,1,1,2,3,3
1664,2,4,6,4,4,4,4,4,8,8,4,4,4,4,3,3,4,11,1,9,1,2,3,3
1665,2,3,5,4,4,4,4,4,4,4,3,4,4,5,4,4,4,11,1,5,2,1,4,1
1666,1,1,1,3,3,4,4,4,4,4,3,3,4,4,4,3,4,11,1,2,1,2,5,3
1667,2,4,1,5,4,5,5,5,8,8,4,4,4,5,4,4,4,11,1,1,2,2,3,2
1668,2,4,6,4,4,4,4,4,3,3,3,3,3,5,4,4,4,11,1,10,1,3,5,3
1669,2,3,6,5,4,3,5,4,4,4,3,3,4,5,5,5,5,11,1,4,1,2,4,3
1670,1,1,6,4,4,3,4,3,8,8,2,3,3,3,4,3,3,11,1,9,1,2,2,4
1671,2,4,6,4,4,2,4,4,8,8,3,3,4,4,3,3,3,11,1,9,1,2,2,5
1672,2,4,4,5,5,3,5,5,5,3,4,5,5,5,5,5,5,11,1,18,2,1,11,3
1673,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,1,18,2,1,9,1
1674,1,1,4,4,4,4,5,5,5,5,4,4,5,5,5,3,4,11,1,39,2,4,7,0
1675,1,1,1,5,5,4,5,4,4,4,4,3,3,5,5,5,5,11,1,39,2,1,5,4
1676,2,4,6,4,4,4,5,8,3,3,3,3,4,5,3,3,3,11,1,10,1,2,4,3
1677,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,1,2,1,1,6,4
1678,2,4,1,3,3,2,5,4,3,3,3,3,3,5,5,3,3,11,1,1,2,1,12,2
1679,2,4,6,4,4,3,3,3,3,3,2,2,3,5,3,3,3,11,1,20,1,2,3,3
1680,2,2,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,11,2,201,2,2,3,2
1681,2,4,6,4,4,4,3,3,3,3,4,3,3,4,4,3,3,11,1,1,1,2,3,1
1682,2,3,4,5,3,5,5,5,5,3,4,4,4,4,4,4,4,11,2,215,2,3,9,1
1683,2,4,1,4,4,4,4,5,4,5,5,4,5,5,5,4,4,11,2,201,2,2,12,1
1684,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,11,2,209,1,2,6,1
1685,2,4,4,4,4,5,4,4,4,8,4,4,4,4,4,4,4,11,2,201,1,2,4,2
1686,2,4,6,4,3,4,4,3,8,8,3,3,3,4,3,3,3,11,1,18,1,2,3,4
1687,2,3,1,3,3,4,4,4,4,8,3,4,4,5,4,4,4,11,1,3,2,2,3,2
1688,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,5,501,1,2,7,4
1689,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,5,11,5,501,2,2,3,2
1690,2,4,1,3,3,4,4,4,8,8,3,3,3,4,4,3,4,11,1,1,1,2,5,2
1691,2,4,1,3,2,4,4,4,3,3,3,4,4,5,4,4,4,11,1,2,2,2,4,2
1692,2,4,6,4,4,4,4,4,8,8,4,4,4,4,4,3,3,11,1,10,1,2,6,3
1693,2,4,1,4,3,4,4,4,4,3,3,3,4,5,4,4,4,11,1,39,2,2,4,3
1694,1,1,1,3,3,4,5,5,5,4,3,3,4,5,4,3,4,11,1,4,2,2,4,1
1695,2,4,1,3,3,4,4,4,4,3,3,3,3,5,4,4,4,11,1,2,2,2,3,3
1696,1,1,1,5,5,5,5,5,5,4,4,4,4,5,5,4,5,11,2,201,2,2,3,2
1697,2,2,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,11,2,202,2,2,12,1
1698,2,3,5,3,3,4,4,4,4,4,4,4,4,5,4,4,4,11,1,1,2,2,4,1
1699,2,4,1,3,3,4,4,4,4,8,3,3,3,5,4,4,4,11,1,2,2,2,5,1
1700,2,2,1,4,5,5,5,5,5,5,4,4,5,5,5,5,5,11,3,401,2,2,4,1
1701,2,3,1,3,4,4,4,4,4,4,3,3,4,4,4,4,4,11,3,401,2,2,8,1
1702,2,2,1,3,4,4,3,4,4,4,3,3,4,3,4,4,4,11,3,401,1,1,3,2
1703,2,2,1,4,4,5,5,4,3,2,3,4,5,4,4,4,4,11,9,803,2,3,12,1
1704,2,4,6,2,4,4,4,4,4,4,4,4,4,4,4,4,3,11,3,401,2,2,7,2
1705,1,1,1,4,5,4,4,4,5,4,3,4,4,5,4,4,4,11,3,401,1,1,4,2
1706,1,1,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,11,14,1701,2,1,3,1
1707,1,1,6,5,5,4,4,5,4,4,3,5,5,4,4,4,4,11,15,5536,2,2,6,1
1708,1,1,1,3,5,5,4,5,5,5,3,4,5,4,5,5,5,11,14,1701,2,1,2,1
1709,1,1,6,4,4,4,5,4,8,8,4,3,5,3,4,4,4,11,12,1309,1,2,3,2
1710,1,1,1,5,5,5,5,4,4,5,4,3,5,4,4,4,4,11,7,5001,2,2,3,2
1711,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,4,5,11,7,5001,2,1,8,0
1712,2,4,1,5,5,5,4,4,5,5,3,4,4,5,5,4,4,11,7,5001,1,3,2,2
1713,2,2,1,3,4,4,4,4,5,4,3,3,5,5,4,3,4,11,6,701,2,2,3,1
1714,1,1,1,4,5,5,5,5,4,4,4,4,5,3,3,3,4,11,6,701,2,2,5,1
1715,1,1,1,5,5,5,5,5,5,4,4,4,5,4,5,4,4,11,7,5001,1,1,7,1
1716,1,1,1,5,5,4,5,5,4,5,3,5,5,5,5,4,5,11,6,701,2,2,3,1
1717,1,1,1,5,5,5,4,4,5,5,4,4,5,5,5,4,4,11,6,701,1,2,3,2
1718,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,6,701,1,9,4,1
1719,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,4,402,1,3,7,2
1720,2,4,6,5,5,5,4,4,5,5,4,4,4,5,5,5,5,11,10,1010,1,2,2,4
1721,1,1,1,4,4,4,4,8,4,5,5,5,5,3,5,4,4,11,10,1001,2,2,9,3
1722,2,4,6,5,5,5,5,5,5,5,2,5,5,4,3,4,4,11,97,5767,1,2,2,1
1723,1,1,6,5,5,8,4,4,4,5,5,5,5,5,5,3,4,11,97,5009,1,3,5,1
1724,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,12,1344,1,2,3,4
1725,1,1,6,4,4,4,4,8,4,4,4,4,4,4,4,4,4,11,12,1310,1,2,2,3
1726,2,2,6,4,5,4,5,4,3,4,3,4,5,5,5,4,4,11,13,1501,1,3,2,3
1727,1,1,6,3,4,5,5,4,5,5,4,5,5,3,4,3,4,11,13,1502,1,3,4,2
1728,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,13,1506,2,2,10,4
1729,2,3,6,4,5,4,5,4,4,4,3,3,4,5,4,4,4,11,12,1303,1,2,12,3
1730,2,2,6,4,4,5,3,8,4,4,3,4,4,4,4,3,4,11,11,1101,1,3,2,3
1731,2,4,6,5,5,5,5,5,5,5,5,5,5,1,5,5,5,11,97,5017,1,2,12,3
1732,1,1,6,5,5,5,4,5,5,8,5,4,5,5,5,4,4,11,11,1103,1,2,3,2
1733,1,1,1,5,5,5,5,5,5,5,4,4,5,5,5,5,5,11,14,1707,2,2,10,3
1734,1,1,5,5,5,5,5,4,4,4,4,5,5,3,4,3,4,11,11,1101,2,2,8,2
1735,1,1,1,5,5,5,4,4,5,5,4,4,4,5,5,5,5,11,97,5337,2,3,12,1
1736,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,11,3,401,2,1,4,1
1737,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,3,401,2,1,7,1
1738,1,1,1,5,4,3,4,5,4,3,3,4,5,4,5,4,4,11,3,401,1,2,3,1
1739,1,1,5,5,5,5,4,5,8,5,4,3,4,4,4,5,5,11,16,5513,2,3,9,3
1740,2,3,6,4,5,3,3,4,3,8,2,3,5,5,5,5,5,11,16,5199,1,2,2,4
1741,1,1,4,4,5,3,3,4,4,4,3,5,4,4,4,4,4,11,7,5001,1,2,2,2
1742,2,2,1,4,5,5,5,5,5,5,3,3,4,5,5,3,5,11,6,701,2,2,8,1
1743,2,2,1,4,4,4,4,4,4,4,3,3,3,5,5,4,5,11,4,402,1,2,8,1
1744,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,97,5521,2,4,12,2
1745,1,1,1,3,4,4,4,5,4,4,4,4,4,4,4,3,4,11,6,702,1,2,2,1
1746,2,4,1,4,4,4,5,5,5,4,4,5,5,5,5,5,5,11,7,5001,2,3,8,0
1747,1,1,1,5,5,5,5,5,5,5,5,5,5,3,4,4,5,11,6,701,2,2,7,1
1748,1,1,1,4,5,4,4,5,4,5,5,5,5,4,4,4,5,11,6,701,1,2,3,1
1749,1,1,6,4,3,4,4,3,4,4,3,4,5,5,4,3,5,11,10,1010,1,2,2,3
1750,1,1,6,5,4,3,3,4,3,4,2,1,5,3,4,3,4,11,97,5010,1,2,5,1
1751,1,1,6,5,5,5,5,5,5,4,5,5,5,4,5,3,5,11,10,1012,2,1,7,3
1752,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,11,9,801,2,3,5,3
1753,2,4,6,5,4,8,5,3,8,8,2,4,4,5,5,5,5,11,9,801,1,3,7,5
1754,2,3,1,5,5,8,4,4,4,4,3,3,4,5,4,3,4,11,9,805,1,2,4,3
1755,2,3,6,4,4,8,5,5,4,4,2,3,5,5,5,5,5,11,13,1501,2,2,3,2
1756,2,2,6,4,5,4,3,8,4,5,5,5,5,3,4,3,4,11,13,1501,2,4,3,3
1757,2,3,6,5,5,5,4,4,4,4,3,4,5,5,5,4,4,11,13,1501,1,3,1,3
1758,1,1,1,5,4,5,4,8,8,4,4,4,5,4,4,4,4,11,8,603,2,3,5,4
1759,2,2,6,5,5,4,5,4,3,3,3,5,5,5,5,4,4,11,13,1501,1,3,2,3
1760,1,1,1,5,5,5,5,4,5,5,3,4,4,2,4,4,4,11,9,832,1,2,5,3
1761,1,1,5,4,4,4,4,4,3,3,2,2,5,4,3,4,4,11,12,1367,2,1,8,0
1762,1,1,6,4,4,5,3,4,4,5,4,5,5,5,5,3,4,11,97,5042,2,2,3,2
1763,1,1,5,5,5,5,4,4,3,4,3,5,5,3,5,4,5,11,12,1303,1,2,8,1
1764,1,1,1,5,4,5,5,5,5,5,4,5,5,5,5,4,5,11,11,1101,2,2,4,1
1765,2,2,1,5,5,5,5,5,5,4,4,5,5,5,5,5,5,11,97,5009,2,2,12,1
1766,2,4,6,3,4,4,5,4,4,5,4,4,4,5,4,3,3,11,12,1301,1,3,5,5
1767,1,1,6,5,5,5,5,8,8,3,1,4,5,5,3,4,5,11,13,1501,1,3,3,4
1768,2,3,6,4,4,5,4,4,4,3,3,4,5,4,3,3,3,11,12,1328,1,2,5,3
1769,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,3,4,11,9,830,1,4,7,2
1770,1,1,1,5,5,5,4,4,5,3,4,4,5,5,5,1,5,11,10,1009,1,3,2,1
1771,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,9,805,1,2,3,2
1772,2,3,6,5,5,4,3,3,4,4,2,3,4,4,4,4,4,11,16,6296,1,3,5,2
1773,2,2,1,4,3,4,4,4,4,4,3,4,5,4,4,3,5,11,3,401,1,2,6,2
1774,2,4,6,4,4,5,5,5,8,4,3,3,5,5,5,4,4,11,15,5145,1,2,1,4
1775,2,4,1,4,5,4,5,5,4,4,4,4,4,5,5,4,4,11,3,401,2,2,3,1
1776,1,1,7,4,5,4,5,5,5,5,5,4,4,5,5,4,5,11,6,701,2,2,8,0
1777,2,2,1,5,4,4,4,5,5,4,4,4,4,5,5,3,5,11,6,701,2,2,12,1
1778,1,1,5,5,4,3,4,5,5,4,4,5,5,3,5,4,5,11,8,613,2,2,11,1
1779,1,1,1,5,5,4,4,5,5,3,3,5,5,3,5,4,4,11,9,904,2,1,8,0
1780,1,1,6,5,5,5,5,4,4,5,4,5,5,5,5,4,5,11,8,603,1,3,5,2
1781,1,1,5,5,5,5,5,4,4,5,4,4,5,5,4,3,4,11,9,855,2,3,8,1
1782,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,3,5,11,9,801,2,2,12,2
1783,2,4,6,5,4,8,5,5,4,5,4,4,5,5,4,4,4,11,11,1101,1,3,2,4
1784,1,1,5,3,3,5,3,4,4,8,2,3,4,5,4,4,4,11,9,802,2,3,10,4
1785,2,2,6,5,4,4,5,8,8,8,4,5,5,5,5,4,4,11,13,1501,1,3,3,3
1786,1,1,1,4,4,5,2,4,5,4,3,4,4,4,4,4,4,11,14,1701,2,1,3,1
1787,1,1,6,4,4,5,5,4,4,5,4,3,4,5,4,3,5,11,12,1303,1,2,2,3
1788,1,1,5,5,4,5,3,8,4,5,4,3,4,3,4,4,5,11,11,1101,2,3,5,1
1789,1,1,1,3,4,4,5,8,5,8,3,5,5,4,4,4,4,11,12,1425,2,3,5,1
1790,1,1,5,5,5,4,5,5,3,4,3,4,5,4,5,4,5,11,97,5008,1,2,8,1
1791,2,3,1,5,5,4,5,5,5,5,5,5,5,4,4,5,5,11,6,701,2,3,7,2
1792,2,2,4,5,3,5,4,5,5,4,3,4,4,4,4,5,4,11,6,759,2,2,8,1
1793,1,1,1,5,4,5,5,4,4,4,4,5,5,4,5,4,5,11,8,609,2,2,8,1
1794,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,3,401,2,2,3,1
1795,1,1,4,4,3,4,4,3,3,5,4,4,5,4,4,3,4,11,3,401,2,1,12,1
1796,2,2,1,3,4,4,3,4,2,4,2,3,3,3,3,4,3,11,3,401,1,2,2,2
1797,1,1,1,5,5,5,5,3,5,5,3,4,4,5,5,5,5,11,8,601,1,1,5,2
1798,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,16,6296,1,3,2,3
1799,1,1,7,5,5,4,4,5,5,4,4,5,5,5,5,3,5,11,16,5362,1,2,3,2
1800,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,11,7,5001,2,2,2,2
1801,1,1,1,5,4,5,5,5,5,5,3,4,5,4,4,4,4,11,4,402,1,2,2,1
1802,2,3,1,5,5,4,5,4,4,4,4,4,5,4,4,5,5,11,6,701,1,3,8,1
1803,1,1,1,5,5,4,3,5,5,5,3,3,5,5,5,4,5,11,7,5024,1,3,7,2
1804,1,1,1,4,4,5,5,5,5,4,5,5,5,4,4,4,4,11,8,603,1,2,8,0
1805,1,1,5,5,5,4,5,5,5,4,4,5,5,4,5,4,4,11,8,605,1,2,8,1
1806,2,4,6,5,5,5,4,5,5,5,5,5,5,5,4,5,5,11,9,858,1,3,2,4
1807,2,4,6,4,4,3,4,8,8,8,4,4,4,5,3,4,4,11,8,613,1,2,2,4
1808,1,1,6,4,5,5,4,5,3,3,1,2,5,4,4,3,4,11,97,5518,1,3,2,2
1809,2,3,1,5,4,5,5,5,4,4,3,4,5,5,5,5,5,11,4,402,1,1,8,0
1810,1,1,1,4,5,4,4,4,3,4,3,3,4,4,4,4,4,11,8,603,1,2,1,1
1811,1,1,1,4,4,5,4,5,5,5,4,4,4,4,5,4,5,11,4,402,2,2,7,1
1812,1,1,7,5,5,4,5,5,5,5,5,5,5,5,5,5,5,11,9,813,2,2,8,1
1813,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,9,801,1,3,5,2
1814,2,4,5,4,5,8,5,5,5,5,2,3,5,5,5,4,5,11,97,5009,2,2,3,1
1815,2,2,6,4,4,5,3,4,4,4,3,3,4,5,4,4,4,11,13,1544,1,1,3,2
1816,2,2,1,4,4,4,5,5,5,4,3,4,5,5,5,4,5,11,13,1620,2,4,5,1
1817,2,2,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,11,13,1528,2,2,10,4
1818,1,1,1,5,5,5,5,5,5,5,3,3,5,5,5,5,5,11,13,1513,2,3,3,3
1819,2,2,5,5,4,4,5,5,4,4,4,5,5,2,4,3,4,11,9,865,2,2,12,2
1820,1,1,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,11,6,701,2,2,1,1
1821,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,11,6,701,2,2,1,1
1822,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,6,701,1,2,3,3
1823,2,2,6,4,4,4,4,4,4,4,4,4,4,3,4,4,4,11,11,1101,1,2,3,3
1824,1,1,1,5,5,5,3,5,4,4,4,4,5,4,4,3,4,11,5,501,2,2,8,1
1825,2,4,1,4,4,4,4,5,4,3,3,4,5,5,5,4,4,11,5,501,2,2,9,3
1826,1,1,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,11,3,401,2,1,4,2
1827,1,1,1,2,4,4,4,3,2,1,1,4,3,3,3,4,3,11,3,401,1,2,6,1
1828,1,1,1,5,5,5,4,4,5,5,3,3,5,4,4,3,4,11,14,1702,1,2,3,1
1829,2,4,1,5,5,5,5,4,4,4,3,4,5,5,5,4,4,11,14,1701,2,2,5,2
1830,2,2,6,4,5,5,3,5,5,5,4,4,5,5,5,5,5,11,16,5520,1,2,12,1
1831,2,2,6,4,4,4,4,4,4,4,4,4,4,5,5,5,5,11,16,6296,1,2,2,5
1832,2,4,6,5,5,5,4,4,4,5,5,5,5,5,5,4,5,11,16,5520,1,2,2,3
1833,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,11,4,402,1,3,1,1
1834,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,4,4,11,4,402,2,1,8,0
1835,1,1,1,5,5,5,5,5,5,3,4,4,5,4,5,4,4,11,4,402,2,3,3,3
1836,1,1,1,5,5,5,4,5,4,4,3,5,4,5,5,4,5,11,4,402,2,1,3,3
1837,2,2,1,4,5,4,5,5,5,5,5,3,4,5,5,4,4,11,4,402,2,2,2,2
1838,1,1,1,4,4,4,4,4,4,5,4,4,4,3,4,3,4,11,4,402,1,1,8,0
1839,1,1,1,5,5,8,5,5,5,5,5,5,5,5,5,5,5,11,10,1009,2,3,7,1
1840,1,1,6,5,5,5,5,5,5,8,4,4,4,5,5,4,5,11,10,1001,1,3,2,4
1841,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,11,10,1009,1,2,5,1
1842,2,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4,11,97,5565,2,2,9,3
1843,1,1,1,5,3,4,3,5,5,5,5,5,5,5,5,5,5,11,97,5009,2,2,7,2
1844,1,1,1,4,4,4,4,4,4,4,4,4,5,3,4,5,5,11,5,507,1,4,6,2
1845,1,1,6,4,4,4,3,4,4,4,3,3,4,4,4,4,4,11,5,518,2,1,9,2
